symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
PH,Common Stock,Parker-Hannifin Corporation,"Parker-Hannifin Corporation is a premier global leader in motion and control technologies, headquartered in Mayfield Heights, Ohio. Utilizing its vast engineering capabilities, the company creates innovative solutions for a wide range of industries, such as aerospace, industrial automation, and automotive sectors. Committed to sustainability, Parker-Hannifin enhances customer productivity while fostering technological advancements and operational excellence. With its strategic positioning to leverage trends in automation and industrial expansion, the company presents a compelling investment opportunity for institutional investors seeking growth in industrial sectors.",76334,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"6035 PARKLAND BOULEVARD, CLEVELAND, OH, UNITED STATES, 44124-4141",https://investors.parker.com,2016-06-30,2015-06-30,11360753000.0,12711744000.0,806840000.0,1012140000.0,2636266000.0,2999924000.0,-10.627896534102637,-20.283755211729606,-12.122240430090896
PAYX,Common Stock,Paychex Inc,"Paychex, Inc. is a leading provider of integrated human resource, payroll, and benefits outsourcing solutions, primarily catering to small- and medium-sized enterprises. Headquartered in Rochester, New York, the company leverages cutting-edge technology and a client-centric approach to enhance workforce management efficiency. Offering a wide array of services including payroll processing, tax compliance, and employee benefits administration, Paychex is recognized for its unwavering commitment to reliability and superior customer support. As a reputable player in the HR services sector, Paychex not only helps businesses optimize their human capital but also drives sustainable growth, making it an invaluable partner for organizations seeking operational excellence.",723531,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"911 PANORAMA TRAIL SOUTH, ROCHESTER, NY, UNITED STATES, 14625-2396",https://www.paychex.com,2016-05-31,2015-05-31,2951900000.0,2739600000.0,756800000.0,674900000.0,2094800000.0,1931600000.0,7.749306468097532,12.135131130537857,8.448954234831229
PAYC,Common Stock,Paycom Soft,"Paycom Software, Inc. (PAYC) is a premier provider of cloud-based payroll and human capital management solutions, headquartered in Oklahoma City, Oklahoma. Founded to optimize payroll processes and enhance HR efficiency, Paycom offers an integrated suite of services, including payroll processing, talent acquisition, and workforce management. The company's commitment to innovation and superior user experience enables businesses of all sizes to manage their workforce effectively, establishing Paycom as a crucial ally in the dynamic human resource technology sector. With a robust platform and a dedication to exceptional customer service, Paycom has demonstrated consistent growth and earned a strong reputation in the industry.",1590955,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"7501 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK, UNITED STATES, 73142",https://www.paycom.com,2015-12-31,2014-12-31,224653000.0,150929000.0,20945000.0,5663000.0,189180000.0,123611000.0,48.846808764385905,269.85696627229385,53.04463195023097
PYPL,Common Stock,PayPal Holdings Inc,"PayPal Holdings, Inc. is a prominent global technology platform that revolutionizes digital and mobile payments for consumers and merchants worldwide. Renowned for its innovative online payment systems, the company delivers a secure and seamless transaction experience, catering to millions and providing services from peer-to-peer transfers to sophisticated e-commerce payment processing solutions. Leveraging its extensive network, PayPal is well-positioned to capitalize on the growing demand for fintech solutions, continually enhancing its offerings with a strong emphasis on security and innovation, thereby reinforcing its status as a key player in the financial technology sector.",1633917,NASDAQ,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2211 NORTH FIRST STREET, SAN JOSE, CA, UNITED STATES, 95131",https://www.paypal.com,2015-12-31,2014-12-31,9248000000.0,8025000000.0,1228000000.0,419000000.0,5829000000.0,5209000000.0,15.2398753894081,193.07875894988067,11.902476483010174
PNR,Common Stock,Pentair PLC,"Pentair PLC (PNR) is a prominent American water treatment company based in Minneapolis, Minnesota, recognized for its innovative solutions that enhance water management and sustainability. With a comprehensive portfolio that encompasses advanced water filtration, treatment systems, and pool and spa products, Pentair serves a wide array of sectors, including residential, commercial, and industrial markets. The company is dedicated to improving water quality and conservation by leveraging state-of-the-art technology to tackle global water challenges, thereby delivering significant value to its stakeholders. As a publicly traded company, Pentair is actively expanding its market footprint through strategic acquisitions and a steadfast commitment to environmental stewardship.",77360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"REGAL HOUSE, LONDON, UNITED KINGDOM, TW13 QS",https://www.pentair.com,2015-12-31,2014-12-31,6449000000.0,7039000000.0,469100000.0,222900000.0,2185800000.0,2476000000.0,-8.38187242506038,110.45311799013011,-11.720516962843295
PEP,Common Stock,PepsiCo Inc,"PepsiCo, Inc. is a preeminent global food and beverage leader, based in Purchase, New York, with operations extending to over 200 countries. The company boasts a diverse portfolio of well-established brands, including Pepsi, Mountain Dew, Gatorade, and Frito-Lay, strategically positioning itself within the rapidly evolving consumer landscape. With a strong commitment to sustainability and innovation, PepsiCo prioritizes environmental stewardship and social responsibility while actively responding to shifting consumer preferences. Through ongoing strategic acquisitions and robust marketing initiatives, PepsiCo not only reinforces its market dominance but also aims to enhance shareholder value amidst increasing competition.",77476,NASDAQ,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"700 ANDERSON HILL ROAD, PURCHASE, NY, UNITED STATES, 10577",https://www.pepsico.com,2015-12-31,2014-12-31,63056000000.0,66683000000.0,5452000000.0,6513000000.0,34325000000.0,35445000000.0,-5.439167403986024,-16.290495931214494,-3.1598250811115816
PFE,Common Stock,Pfizer Inc,"Pfizer Inc. is a prominent global pharmaceutical and biotechnology company, based in New York City, with a rich history dating back to 1849. It excels in various therapeutic areas, including immunology, oncology, and cardiology, and is celebrated for its innovative approaches and robust pipeline of medications. Notably, Pfizer gained global recognition for its rapid development of the COVID-19 vaccine, playing a critical role in combating the pandemic and underscoring its commitment to addressing pressing health challenges. With a focus on strategic partnerships and pioneering research, Pfizer is poised to continue as a leader in enhancing healthcare outcomes worldwide.",78003,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"66 HUDSON BOULEVARD EAST, NEW YORK, NY, UNITED STATES, 10001-2192",https://www.pfizer.com,2015-12-31,2014-12-31,48851000000.0,49605000000.0,6966000000.0,9080000000.0,35694000000.0,36295000000.0,-1.5200080637032556,-23.281938325991188,-1.6558754649400744
PCG,Common Stock,PG&E Corp,"PG&E Corporation (PCG) is a premier energy provider in the United States, primarily operating through its subsidiary, Pacific Gas and Electric Company, to deliver electricity and natural gas to millions of customers across Northern and Central California. Based in San Francisco, PG&E is focused on ensuring reliable energy services while tackling pressing challenges such as climate change and infrastructure modernization. The company is committed to sustainability, actively investing in renewable energy sources and advanced technologies to bolster grid resilience and minimize carbon emissions, thereby positioning itself as a crucial participant in the shift towards a clean energy future.",1004980,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"300 LAKESIDE DRIVE, OAKLAND, CA, UNITED STATES, 94612",https://www.pgecorp.com,2015-12-31,2014-12-31,16833000000.0,17090000000.0,888000000.0,1450000000.0,2376000000.0,2541000000.0,-1.5038033937975424,-38.758620689655174,-6.493506493506493
PM,Common Stock,Philip Morris International Inc,"Philip Morris International Inc. (PM) is a premier global tobacco company headquartered in Switzerland, recognized for its dominant portfolio of brands, including the iconic Marlboro. As a leader in the industry, PMI is strategically pivoting towards smoke-free alternatives, evidenced by its substantial investments in research and development to innovate products like IQOS, which employs heated tobacco technology. With operations in over 180 markets, the company is dedicated to redefining its business model for a sustainable future while consistently delivering strong financial results.",1413329,NYSE,USD,USA,CONSUMER DEFENSIVE,TOBACCO,"677 WASHINGTON BOULEVARD, STAMFORD, CT, UNITED STATES, 06901",https://www.pmi.com,2015-12-31,2014-12-31,26794000000.0,29767000000.0,6873000000.0,7493000000.0,17429000000.0,19331000000.0,-9.987570127994088,-8.274389430134793,-9.83911851430345
PSX,Common Stock,Phillips 66,"Phillips 66 (PSX) is a prominent American multinational energy company based in Houston, Texas, focusing on refining, transportation, and marketing of petroleum products, alongside offering midstream logistics and chemicals solutions. With a strong commitment to sustainability and innovation, the company leverages its extensive infrastructure and strategic partnerships to meet growing global energy demands effectively. Phillips 66's diversified operations and forward-looking approach position it as a significant player in the evolving energy landscape, dedicated to generating long-term value for its shareholders.",1534701,NYSE,USD,USA,ENERGY,OIL & GAS REFINING & MARKETING,"2331 CITYWEST BOULEVARD, HOUSTON, TX, UNITED STATES, 77042",https://www.phillips66.com,2015-12-31,2014-12-31,85033000000.0,145856000000.0,4227000000.0,4762000000.0,6120000000.0,4518000000.0,-41.700718516893374,-11.23477530449391,35.45816733067729
