symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
IT,Common Stock,Gartner Inc,"Gartner, Inc. is a premier global research and advisory firm based in Stamford, Connecticut, recognized for its expertise in providing actionable insights and strategic guidance to business leaders across diverse sectors, including information technology, finance, and human resources. Leveraging its rigorous research methodologies and comprehensive market analysis, Gartner empowers organizations to make informed decisions that foster growth and innovation. The company's extensive suite of services, which encompasses bespoke consulting, benchmarking, and training, is designed to help clients adeptly navigate the complexities of today's business environment. With a longstanding commitment to delivering impactful intelligence, Gartner remains a vital partner for enterprises aiming to enhance performance and achieve a sustainable competitive advantage.",749251,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"56 TOP GALLANT ROAD, STAMFORD, CT, UNITED STATES, 06902-7700",https://www.gartner.com,December,2025-06-30,17853198000.0,1322182000.0,14.53,1.99,19.95,0.0,0.0,16.22,82.97,0.197,0.194,0.0935,1.161,6420009000.0,4362981000.0,16.22,0.061,0.057,300.09,1,3,7,1,0,14.53,20.92,2.781,12.71,3.124,11.56,1.2,584.01,223.65,246.85,389.29,75736000,73287000,3.063,100.059,,1999-07-19
GE,Common Stock,GE Aerospace,"General Electric Company (GE) is a prominent American multinational conglomerate based in Boston, specializing in aerospace, healthcare, power generation, and renewable energy solutions. Renowned for its pioneering innovations in aviation manufacturing and advanced digital technologies, GE is dedicated to driving sustainable growth and enhancing operational efficiencies across diverse industries. The company's strategic investments in additive manufacturing and financial services further bolster its competitive edge, enabling it to address a wide array of customer demands and secure its position as a vital player in the global marketplace. With a strong focus on transforming industries and advancing healthcare outcomes, GE is well-positioned for long-term success and value creation.",40545,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"1 NEUMANN WAY, EVENDALE, OH, UNITED STATES, 45215",https://www.geaerospace.com,December,2025-06-30,318280270000.0,10380000000.0,42.76,5.84,18.04,1.28,0.0043,7.02,38.74,0.186,0.209,0.0461,0.396,41611002000.0,13274000000.0,7.02,0.641,0.212,321.69,2,12,1,0,1,42.76,43.86,7.65,16.6,7.8,29.82,1.493,306.88,158.62,285.97,234.79,1060439000,1056611000,0.185,80.679,2025-10-27,2025-09-29
GEHC,Common Stock,GE HealthCare Technologies Inc.,"GE HealthCare Technologies Inc. is a prominent leader in the medical technology and pharmaceutical diagnostics sectors, committed to enhancing patient care and healthcare efficiency globally. Based in Chicago, Illinois, the company offers a robust portfolio of advanced imaging, monitoring, and data analytics solutions that enable healthcare providers to optimize clinical workflows. With a strategic emphasis on digital transformation and innovation, GE HealthCare is well-positioned to meet the changing demands of healthcare systems, making it a critical player in shaping the future of healthcare delivery.",1932393,NASDAQ,USD,USA,HEALTHCARE,HEALTH INFORMATION SERVICES,"500 WEST MONROE STREET, CHICAGO, IL, UNITED STATES, 60661",https://www.gehealthcare.com,December,2025-06-30,33808421000.0,3674000000.0,15.17,3.497,21.27,0.135,0.0018,4.88,43.74,0.112,0.146,0.0577,0.258,19967001000.0,8299000000.0,4.88,0.14,0.035,87.35,3,13,5,0,0,15.17,16.69,1.693,3.611,2.106,11.0,1.276,94.71,57.59,74.48,76.45,456562000,455229000,0.274,87.848,2025-11-14,2025-10-24
GEV,Common Stock,GE Vernova LLC,"GE Vernova LLC is a leading energy enterprise dedicated to advancing sustainable electricity solutions through innovative technologies and a robust portfolio of renewable assets. The company specializes in wind, solar, and hydroelectric power, positioning itself as a key player in the global transition to a low-carbon economy. By prioritizing efficiency and reliability, GE Vernova is committed to supporting decarbonization efforts and aligning with sustainable development goals, making it a pivotal force in reshaping the energy landscape.",1996810,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"58 CHARLES STREET, CAMBRIDGE, MA, UNITED STATES, 02141",https://www.gevernova.com,December,2025-06-30,163334357000.0,2419000000.0,144.93,1.988,32.61,0.75,0.0012,4.14,133.15,0.0316,0.0592,0.0179,0.114,36615000000.0,6762000000.0,4.14,-0.6,0.111,672.71,7,15,8,0,1,144.93,51.55,4.461,18.59,4.312,91.2,0.0,677.01,251.84,617.07,469.15,272224000,271791000,0.057,78.684,2025-11-17,2025-10-20
GEN,Common Stock,Gen Digital Inc.,"Gen Digital Inc. is a prominent player in the global cybersecurity sector, headquartered in Tempe, Arizona. The company specializes in delivering advanced security solutions that protect consumers' personal information and digital assets across multiple regions, including North America, Europe, and Asia Pacific. By leveraging innovative technology, Gen Digital addresses critical security challenges, making it an attractive option for institutional investors looking for opportunities in the technology industry amidst rising concerns over online security. Its comprehensive service offerings and commitment to safeguarding digital environments position the company well for sustained growth in an increasingly connected world.",849399,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"60 EAST RIO SALADO PARKWAY, TEMPE, AZ, UNITED STATES, 85281",https://www.gendigital.com,March,2025-06-30,16332849000.0,1917000000.0,27.62,0.903,3.839,0.5,0.0189,0.96,6.86,0.141,0.367,0.0675,0.275,4227000000.0,3374000000.0,0.96,-0.246,0.303,34.31,0,6,4,0,1,27.62,11.05,3.864,7.31,5.99,12.24,0.934,32.09,22.55,29.25,28.17,615869000,471386000,9.341,88.526,2025-09-10,2025-08-18
GNRC,Common Stock,Generac Holdings Inc,"Generac Holdings Inc. (GNRC) is a prominent American manufacturer recognized for its innovative backup power generation solutions across residential, light commercial, and industrial markets. As a Fortune 1000 company, Generac has solidified its leadership in the energy resilience sector, responding to the rising demand for reliable and sustainable power sources amid a shifting energy landscape. The company's diverse product portfolio, which includes portable generators, home standby systems, and advanced energy storage solutions, aligns with growing consumer preferences for energy independence and security, positioning Generac for substantial growth as the industry evolves.",1474735,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"S45 W29290 HIGHWAY 59, WAUKESHA, WI, UNITED STATES, 53189",https://www.generac.com,December,2025-06-30,11177182000.0,743513000.0,31.64,1.286,43.81,0.0,0.0,6.02,74.75,0.0791,0.105,0.0669,0.141,4411654000.0,1762421000.0,6.02,0.289,0.063,204.38,0,10,9,0,1,31.64,19.53,2.534,3.88,2.57,16.19,1.644,203.25,99.5,182.53,149.1,58676000,57471000,1.698,96.685,2013-06-21,2013-06-10
GD,Common Stock,General Dynamics Corporation,"General Dynamics Corporation (GD) is a premier American aerospace and defense contractor based in Reston, Virginia, known for its extensive offerings in marine systems, combat systems, information technology, and aerospace solutions. The company plays a crucial role in addressing the needs of both government and commercial clients, underpinning national security and technological advancement. Recognized for its innovation and operational efficiency, GD is well-positioned for strategic growth in key markets, demonstrating strong financial performance and a commitment to excellence. With a global footprint, the company continues to be a vital player in the defense sector, making significant contributions to both industrial and governmental initiatives.",40533,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"11011 SUNSET HILLS ROAD, RESTON, VA, UNITED STATES, 20190",https://www.gd.com,December,2025-06-30,89077146000.0,6073000000.0,22.22,2.018,87.79,5.84,0.0177,14.9,185.34,0.0813,0.102,0.0575,0.179,50273001000.0,7743000000.0,14.9,0.147,0.089,354.24,1,8,10,1,0,22.22,20.16,1.772,3.891,2.006,16.22,0.484,345.85,235.63,326.64,287.48,268993000,251746000,0.508,86.69,2025-11-14,2025-10-10
GIS,Common Stock,General Mills Inc,"General Mills, Inc. is a leading American multinational consumer goods company, renowned for its extensive portfolio of iconic brands such as Cheerios, Betty Crocker, and Häagen-Dazs. Headquartered in Golden Valley, Minnesota, the company operates across multiple segments including U.S. Retail, Convenience Stores & Foodservice, and International, which diversifies its revenue streams and enhances market resilience. General Mills is dedicated to innovation and sustainability, consistently adapting to shifting consumer preferences and global market trends to drive long-term growth. Its strategic focus on quality and convenience positions the company as a robust player in the competitive food industry, appealing to both consumers and investors alike.",40704,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"NUMBER ONE GENERAL MILLS BOULEVARD, MINNEAPOLIS, MN, UNITED STATES, 55426",https://www.generalmills.com,May,2025-08-31,25812019000.0,3759700000.0,9.15,17.23,17.78,2.41,0.0505,5.29,34.85,0.152,0.156,0.0622,0.309,19156001000.0,6587900000.0,5.29,1.155,-0.068,53.53,3,2,13,2,1,9.15,13.79,1.347,2.824,2.104,10.67,-0.025,66.18,47.48,49.66,54.7,533416000,531539000,0.303,86.409,2025-11-03,2025-10-10
GM,Common Stock,General Motors Company,"General Motors Company (NYSE: GM) is a prominent American multinational automotive manufacturer headquartered in Detroit, Michigan, with a diverse portfolio that includes iconic brands such as Chevrolet, Cadillac, GMC, and Buick. The company is at the forefront of the automotive industry's transition towards electric and autonomous vehicles, bolstering its commitment to sustainability and innovation in transportation solutions. GM's strategic initiatives focus on enhancing mobility through cutting-edge technologies while maintaining its leadership in traditional vehicle markets. With a strong global presence and a robust financial services division, GM is well-positioned to adapt to changing consumer preferences and capitalize on emerging market opportunities in the evolving automotive landscape.",1467858,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO MANUFACTURERS,"300 RENAISSANCE CENTER, DETROIT, MI, UNITED STATES, 48265-3000",https://www.gm.com,December,2025-06-30,55582306000.0,16641000000.0,8.91,1.48,69.34,0.51,0.0089,6.55,182.05,0.0255,0.047,0.0227,0.0696,187599995000.0,20578001000.0,6.55,-0.251,-0.018,64.48,6,11,8,1,1,8.91,6.07,0.296,0.852,0.868,8.16,1.336,62.14,41.36,57.94,51.34,952078000,949031000,0.181,86.165,2025-09-18,2025-09-05
GPC,Common Stock,Genuine Parts Co,"Genuine Parts Company (GPC) is a prominent American distributor that specializes in automotive and industrial replacement parts, along with office supplies and electrical materials. Boasting a comprehensive network of more than 3,100 locations throughout North America, GPC caters to a wide array of clients, including automotive repair shops and industrial operations. The company is dedicated to delivering high-quality products and exceptional service, leveraging its extensive industry expertise and robust supply chain to foster growth and create shareholder value. GPC's strategic focus on market expansion and operational optimization positions it well to navigate the evolving economic landscape, reinforcing its leadership role in the distribution sector.",40987,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"2999 WILDWOOD PARKWAY, ATLANTA, GA, UNITED STATES, 30339",https://www.genpt.com,December,2025-06-30,18513185000.0,1889282000.0,22.87,1.61,33.81,4.06,0.0304,5.82,171.07,0.034,0.0688,0.0456,0.174,23770866000.0,8766729000.0,5.82,-0.133,0.034,143.78,1,4,6,1,0,22.87,16.42,0.779,4.152,1.072,15.49,0.772,143.1,102.41,137.39,125.67,139092000,138491000,0.4,89.003,2025-10-02,2025-09-05
GILD,Common Stock,Gilead Sciences Inc,"Gilead Sciences, Inc. is a prominent biopharmaceutical company headquartered in Foster City, California, specializing in the research, development, and commercialization of innovative antiviral therapies targeting infectious diseases, including HIV and hepatitis. Its flagship products, such as Harvoni and Sovaldi, have significantly advanced treatment protocols for chronic hepatitis C, highlighting Gilead's leadership in the field. Emphasizing its commitment to addressing unmet medical needs, Gilead continues to expand its diverse therapeutic portfolio, positioning itself as a vital contributor to improving global health outcomes and enhancing patient care.",882095,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"333 LAKESIDE DRIVE, FOSTER CITY, CA, UNITED STATES, 94404",https://www.gilead.com,December,2025-06-30,152383488000.0,13801000000.0,24.37,0.208,15.84,3.12,0.0265,5.04,23.16,0.219,0.392,0.126,0.334,28863001000.0,22667000000.0,5.04,0.209,0.018,126.43,4,16,8,0,0,24.37,12.76,5.28,6.97,5.44,14.31,0.354,124.11,83.12,115.35,108.34,1240807000,1238176000,0.099,91.031,2025-09-29,2025-09-15
GPN,Common Stock,Global Payments Inc,"Global Payments Inc. (GPN) is a premier provider of integrated payment processing and financial technology solutions, headquartered in Atlanta, Georgia. With a strong presence in diverse industries, the company delivers a comprehensive suite of services including payment processing, cybersecurity, and data analytics. GPN leverages its extensive global reach and strategic partnerships to capture the increasing demand for digital payment solutions, thereby enhancing operational efficiency and customer experiences. Its relentless focus on innovation and customer-centricity positions Global Payments as a crucial player in the rapidly evolving financial technology sector.",1123360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"3550 LENOX ROAD, ATLANTA, GA, UNITED STATES, 30326",https://www.globalpayments.com/en-ap,December,2025-06-30,20723499000.0,4450213000.0,14.55,0.581,93.18,1.0,0.012,5.87,40.44,0.142,0.286,0.0328,0.0659,10066209000.0,6331256000.0,5.87,-0.325,-0.007,103.6,2,8,17,1,1,14.55,6.34,2.059,0.928,3.477,8.36,0.982,118.69,65.53,86.12,89.02,242607000,240509000,1.091,92.632,2025-09-26,2025-09-12
